
Conexiones activas

  Proto  Direcci¢n local          Direcci¢n remota        Estado           PID
  TCP    [::1]:27275            [::]:0                 LISTENING       4264
  TCP    [::1]:54500            [::]:0                 LISTENING       1068
  UDP    0.0.0.0:500            *:*                                    8664
  UDP    0.0.0.0:3702           *:*                                    2992
  UDP    0.0.0.0:3702           *:*                                    12416
  UDP    0.0.0.0:3702           *:*                                    12416
  UDP    0.0.0.0:3702           *:*                                    2992
  UDP    0.0.0.0:4500           *:*                                    8664
  UDP    0.0.0.0:5050           *:*                                    6736
  UDP    0.0.0.0:5353           *:*                                    4008
  UDP    0.0.0.0:5353           *:*                                    4008
  UDP    0.0.0.0:5353           *:*                                    4008
  UDP    0.0.0.0:5353           *:*                                    2808
  UDP    0.0.0.0:5353           *:*                                    4008
  UDP    0.0.0.0:5353           *:*                                    4008
  UDP    0.0.0.0:5353           *:*                                    4008
  UDP    0.0.0.0:5355           *:*                                    2808
  UDP    0.0.0.0:50372          *:*                                    3824
  UDP    0.0.0.0:50767          *:*                                    9140
  UDP    0.0.0.0:51151          *:*                                    3824
  UDP    0.0.0.0:51287          *:*                                    3824
  UDP    0.0.0.0:51304          *:*                                    2992
  UDP    0.0.0.0:52288          *:*                                    3824
  UDP    0.0.0.0:55308          *:*                                    3824
  UDP    0.0.0.0:57904          *:*                                    15236
  UDP    0.0.0.0:59343          *:*                                    4264
  UDP    0.0.0.0:62294          *:*                                    3824
  UDP    0.0.0.0:63244          *:*                                    12416
  UDP    0.0.0.0:64926          *:*                                    3824
  UDP    127.0.0.1:1900         *:*                                    3192
  UDP    127.0.0.1:51303        *:*                                    3192
  UDP    127.0.0.1:59341        *:*                                    4264
  UDP    127.0.0.1:61443        *:*                                    8756
  UDP    172.30.80.1:137        *:*                                    4
  UDP    172.30.80.1:138        *:*                                    4
  UDP    172.30.80.1:1900       *:*                                    3192
  UDP    172.30.80.1:51300      *:*                                    3192
  UDP    192.168.1.48:137       *:*                                    4
  UDP    192.168.1.48:138       *:*                                    4
  UDP    192.168.1.48:1900      *:*                                    3192
  UDP    192.168.1.48:51302     *:*                                    3192
  UDP    192.168.56.1:137       *:*                                    4
  UDP    192.168.56.1:138       *:*                                    4
  UDP    192.168.56.1:1900      *:*                                    3192
  UDP    192.168.56.1:51301     *:*                                    3192
  UDP    [::]:500               *:*                                    8664
  UDP    [::]:3702              *:*                                    2992
  UDP    [::]:3702              *:*                                    2992
  UDP    [::]:3702              *:*                                    12416
  UDP    [::]:3702              *:*                                    12416
  UDP    [::]:4500              *:*                                    8664
  UDP    [::]:5353              *:*                                    4008
  UDP    [::]:5353              *:*                                    4008
  UDP    [::]:5353              *:*                                    4008
  UDP    [::]:5353              *:*                                    2808
  UDP    [::]:5355              *:*                                    2808
  UDP    [::]:51305             *:*                                    2992
  UDP    [::]:57904             *:*                                    15236
  UDP    [::]:63245             *:*                                    12416
  UDP    [::1]:1900             *:*                                    3192
  UDP    [::1]:51299            *:*                                    3192
  UDP    [fe80::2596:9a0f:1f1d:957d%10]:1900  *:*                                    3192
  UDP    [fe80::2596:9a0f:1f1d:957d%10]:51298  *:*                                    3192
  UDP    [fe80::78eb:5cba:8779:6c50%17]:1900  *:*                                    3192
  UDP    [fe80::78eb:5cba:8779:6c50%17]:51297  *:*                                    3192
  UDP    [fe80::95e8:c081:6941:ba51%16]:1900  *:*                                    3192
  UDP    [fe80::95e8:c081:6941:ba51%16]:51296  *:*                                    3192
